reciter_id	name_en	name_ar	country	slug	riwayah	style	recording_context	recording_year	source	channel	audio_category	chapter_count	codec	container	sample_rate_hz	channels	bitrate_mode	bitrate_kbps_nominal	total_duration_sec	state
yasser_al_dosari	Yasser Al-Dosari	ياسر الدوسري	Saudi Arabia	yasser_al_dosari_tarteel	hafs_an_asim	murattal			qul	tarteel	by_surah	114	mp3	mp3	48000	2	mixed		92022	
yasser_al_dosari	Yasser Al-Dosari	ياسر الدوسري	Saudi Arabia	yasser_al_dosari_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	93186	
yasser_al_failakawi	Yasser Al-Failakawi	ياسر الفيلكاوي	Kuwait	yasser_al_failakawi_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	88	mp3	mp3	44100	2	cbr	128	82837	
yasser_al_failakawi	Yasser Al-Failakawi	ياسر الفيلكاوي	Kuwait	yasser_al_failakawi_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	52	mp3	mp3	44100	2	cbr	128	17898	
yasser_al_mazroui	Yasser Al-Mazroui	ياسر المزروعي	Kuwait	yasser_al_mazroui_rawh_mp3quran	rawh_an_yaqub	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	22050	2	cbr	56	87790	
yasser_al_mazroui	Yasser Al-Mazroui	ياسر المزروعي	Kuwait	yasser_al_mazroui_ruways_tvquran	ruways_an_yaqub	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	56	89957	
yasser_al_qurashi	Yasser Al-Qurashi	ياسر القرشي		yasser_al_qurashi_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	44100	2	cbr	128	106777	
yasser_al_qurashi	Yasser Al-Qurashi	ياسر القرشي		yasser_al_qurashi_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	44100	2	cbr	128	107719	
yasser_alzailaie	Yasser Alzailaie	ياسر الزيلعي		yasser_alzailaie_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	43	mp3	mp3	44100	2	mixed		23292	
yasser_salamah	Yasser Salamah	ياسر سلامة		yasser_salamah_everyayah_byayah	hafs_an_asim	murattal			everyayah	everyayah	by_ayah	6236	mp3	mp3			unknown		93851	
yasser_salamah	Yasser Salamah	ياسر سلامة		yasser_salamah_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	44100	2	mixed		93915	
yasser_salamah	Yasser Salamah	ياسر سلامة		yasser_salamah_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	61772	
yassin_al_jazaery	Yassin Al-Jazaery	ياسين الجزائري	Algeria	yassin_al_jazaery_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	114	mp3	mp3	44100	1	mixed		102836	
yassin_al_jazaery	Yassin Al-Jazaery	ياسين الجزائري	Algeria	yassin_al_jazaery_warsh_mp3quran	warsh_an_nafi	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	44100	1	mixed		102492	
yassin_al_jazaery	Yassin Al-Jazaery	ياسين الجزائري	Algeria	yassin_al_jazaery_warsh_tvquran	warsh_an_nafi	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	102506	
younes_souilass	Younes Souilass	يونس اسويلص		younes_souilass_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	30	mp3	mp3	44100	2	mixed		36800	
younes_souilass	Younes Souilass	يونس اسويلص		younes_souilass_warsh_mp3quran	warsh_an_nafi	murattal			mp3quran	mp3quran	by_surah	65	mp3	mp3	44100	2	cbr	128	70329	
yusuf_abkar	Yusuf Abkar	يوسف أبكر		yusuf_abkar_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	5	mp3	mp3	22050	2	cbr	64	4077	
yusuf_al_aidroos	Yusuf Al-Aidroos	يوسف العيدروس	Yemen	yusuf_al_aidroos_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	88	mp3	mp3	44100	2	mixed		38330	
yusuf_al_aidroos	Yusuf Al-Aidroos	يوسف العيدروس	Yemen	yusuf_al_aidroos_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	111	mp3	mp3	44100	2	mixed		95540	
yusuf_al_suqair	Yusuf Al-Suqair	يوسف الصقير		yusuf_al_suqair_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	44	mp3	mp3	44100	2	mixed		35932	
yusuf_alshoaey	Yusuf Alshoaey	يوسف الشويعي		yusuf_alshoaey_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	44100	2	cbr	128	99509	
yusuf_alshoaey	Yusuf Alshoaey	يوسف الشويعي		yusuf_alshoaey_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	99561	
yusuf_bin_noah_ahmed	Yusuf bin Noah Ahmed	يوسف بن نوح أحمد	Saudi Arabia	yusuf_bin_noah_ahmed_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	44100	1	mixed		79693	
yusuf_bin_noah_ahmed	Yusuf bin Noah Ahmed	يوسف بن نوح أحمد	Saudi Arabia	yusuf_bin_noah_ahmed_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	80170	
yusuf_edghouch	Yusuf Edghouch	يوسف الدغوش	Morocco	yusuf_edghouch_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	26	mp3	mp3	44100	2	cbr	128	4518	
yusuf_edghouch	Yusuf Edghouch	يوسف الدغوش	Morocco	yusuf_edghouch_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	22	mp3	mp3	44100	2	cbr	128	3555	
yusuf_kalo	Yusuf Kalo	يوسف كالو		yusuf_kalo_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	62	mp3	mp3			unknown			
yusuf_maaty	Yusuf Maaty	يوسف معاطي		yusuf_maaty_archive	hafs_an_asim	murattal			surah-quran	archive_org	by_surah	47	mp3	mp3			unknown		78437	
zaid_bin_misfer_al_bahri	Zaid bin Misfer Al-Bahri	زيد بن مسفر البحري		zaid_bin_misfer_al_bahri_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	81027	
zakaria_hamamah	Zakaria Hamamah	زكريا حمامة		zakaria_hamamah_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	7	mp3	mp3	44100	2	cbr	128	4073	
zakaria_hamamah	Zakaria Hamamah	زكريا حمامة		zakaria_hamamah_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	7	mp3	mp3	44100	2	cbr	128	4078	
zaki_daghistani	Zaki Daghistani	زكي داغستاني		zaki_daghistani_mp3quran	hafs_an_asim	murattal			mp3quran	mp3quran	by_surah	114	mp3	mp3	44100	2	mixed		128381	
zaki_daghistani	Zaki Daghistani	زكي داغستاني		zaki_daghistani_tvquran	hafs_an_asim	murattal			tvquran	tvquran	by_surah	114	mp3	mp3	22050	2	cbr	64	128385	
